unix,low,high,open,close,volume,date,vol_fiat
1652313600,57000.99,70000.0,70000.0,65000.0,6.68300658,2022-05-12,434395.4277
1652140800,60016.25,70000.0,69999.99,70000.0,0.00250972,2022-05-10,175.6804
1652054400,63175.0,70000.0,70000.0,63175.0,0.00160854,2022-05-09,101.61951450000001
1651968000,66500.0,70000.0,70000.0,70000.0,0.00493784,2022-05-08,345.6488
1651881600,58662.5,70000.0,69999.99,70000.0,1.40999168,2022-05-07,98699.4176
1651708800,61750.0,70000.0,70000.0,70000.0,0.05364983,2022-05-05,3755.4881
1651622400,60000.0,70000.0,70000.0,70000.0,24.7721954,2022-05-04,1734053.678
1651536000,69000.0,70000.0,69000.0,70000.0,0.00046804,2022-05-03,32.7628
1651449600,69000.0,70000.0,70000.0,69000.0,0.08885281,2022-05-02,6130.84389
1651363200,63000.0,80000.0,76100.0,70000.0,448.38202447,2022-05-01,31386741.712899998
1651276800,76000.0,80000.0,78780.0,76100.0,9.33590477,2022-04-30,710462.3529970001
1651190400,76000.0,80000.0,80000.0,77220.0,241.05154761,2022-04-29,18614000.5064442
1651104000,76000.0,80000.0,76000.0,76000.0,157.91174243,2022-04-28,12001292.42468
1651017600,76000.0,80000.0,80000.0,76000.0,5.72338366,2022-04-27,434977.15816
1650931200,76000.0,80000.0,80000.0,80000.0,12.17110901,2022-04-26,973688.7208
1650844800,76000.0,80000.0,79999.99,80000.0,0.0343217,2022-04-25,2745.736
1650758400,76000.0,80000.0,79999.99,80000.0,105.21477365,2022-04-24,8417181.891999999
1650672000,76000.0,80000.0,80000.0,76000.0,12.00156221,2022-04-23,912118.7279599999
1650585600,70000.0,80000.0,70000.0,76000.0,141.76729362,2022-04-22,10774314.31512
1650499200,70000.0,80000.0,70000.0,70000.0,1.06024561,2022-04-21,74217.1927
1650412800,70000.0,80000.0,80000.0,70000.01,21.4448607,2022-04-20,1501140.463448607
1650326400,79000.0,80000.0,79999.99,80000.0,6.05954608,2022-04-19,484763.68639999995
1650240000,79000.01,80000.0,80000.0,79000.01,0.70194223,2022-04-18,55453.443189422294
1650153600,79000.01,80000.0,79000.01,79000.01,0.03399514,2022-04-17,2685.6163999513997
1650067200,79000.0,80000.0,80000.0,79000.01,0.00417256,2022-04-16,329.63228172559997
1649980800,79000.0,80000.0,80000.0,80000.0,0.00420567,2022-04-15,336.4536
1649894400,79000.0,80000.0,80000.0,80000.0,14.77087473,2022-04-14,1181669.9784
1649808000,70000.0,80000.0,70000.0,80000.0,40.4926965,2022-04-13,3239415.72
1649721600,70000.0,80000.0,72500.0,80000.0,1.48964901,2022-04-12,119171.92079999999
1649635200,70000.0,72500.0,72500.0,70000.0,0.37905522,2022-04-11,26533.865400000002
1649548800,70000.0,72500.0,70000.0,70000.0,79.01040263,2022-04-10,5530728.1841
1649289600,60001.04,70000.0,69999.98,70000.0,131.20274076,2022-04-07,9184191.853200002
1649203200,55299.99,56301.03,56301.03,56301.03,28.07345298,2022-04-06,1580564.3184305693
1649116800,56301.01,56301.03,56301.03,56301.03,28.05543277,2022-04-05,1579549.762046753
1649030400,55299.99,56301.03,55300.0,56301.03,3.18957083,2022-04-04,179576.1229869549
1648944000,52535.0,55300.0,55300.0,52535.0,6.05337041,2022-04-03,318013.81448935
1648857600,49999.99,55300.0,50000.0,55300.0,2.03390828,2022-04-02,112475.127884
1648771200,43335.86,49999.99,43335.86,49999.99,3.37400525,2022-04-01,168700.2287599475
1648684800,42000.0,43335.86,42000.01,43335.86,2.60963987,2022-03-31,113090.9880567382
1648598400,43335.85,43335.86,43335.86,43335.86,0.00523298,2022-03-30,226.7756886628
1648512000,42000.01,43335.86,42000.01,43335.86,1.97841953,2022-03-29,85736.5117733458
1648425600,36325.74,43335.86,36325.74,42000.01,1.40129932,2022-03-28,58854.5854529932
